#url-source-assignments format=1 generator=Gates.UrlCensusInput input-sha256=a5aa827f544f9077912dc1553cfd9025b6afa4e996460074b5f67d83e0f3c805 candidates=1473
#ordinal	kind	byte-start	byte-end	span-sha256	label	section	owner	reason
#input spans-sha256=444f54d5563bb8f21d04866cfc4e9dcc4ef7e1ccb380afb6f414f1b6153c23e2
#input explanations-sha256=6cd87e7a3e9e246692fc36cc52f41ed5834a45d5f66b569442c30c0cf87b7466
#input dispositions-sha256=766a539e43db1909506a938bdcb156111535a8189c542e2529885f31b6224a90
#input overrides-sha256=c2ce025fde1d98c03c28f6818269e8ab21d5e13e43a4aa4ec8e3a3339182e81c
#input dependencies-sha256=2fb67b7f4e4cab820b69a8b5125929e75b882c9e061f5323eff40cff0d5350b8
#input externals-sha256=492ba571becb2eadd939d74ff28c6689bcc0d09b1e6e661025d7f4621955a6ad
135	prose	15172	15393	46f53887b4616768dc8cbf60f467f050585f07e7692dac661a02e77efc57dd25	When a pointer is used, c references the code point the pointer points to as long as it does not point nowhere. When the pointer points to nowhere c cannot be used.	parsers	op.parser-current-code-point	
136	definition	15206	15218	1106f362872f33c0a4d072a671e95606c04ea6567ac88b13e5cc3fdcfc9b343b	c	parsers	op.parser-current-code-point	
137	prose	15393	15727	fce6598ade2d3a58eec635514cac3dd57a9bf624acec8264d6b2f964c77bc60d	When a pointer is used, remaining references the code point substring from the pointer + 1 to the end of the string, as long as c is not the EOF code point. When c is the EOF code point remaining cannot be used.	parsers	op.parser-remaining-input	
138	definition	15427	15447	7644d8a0ae25580fa7387348e311a1f095fe72ba1107a745384408085460163a	remaining	parsers	op.parser-remaining-input	
139	prose	15727	15947	fda7589e346029f5fcfa07326feecef158289f46940d3b48f69477111972e22d	If "mailto:username@example" is a string being processed and a pointer points to @, c is U+0040 (@) and remaining is "example".	parsers	-	Two finite examples of type.parser-pointer, op.parser-current-code-point and op.parser-remaining-input, including the invalid negative-pointer access. Retain as future contract witnesses, not additional canonical operations.
140	prose	15947	16152	6249f44bf209b9059816ffeefb5b25743a9b967382a0a9a33292915dccc6bcd9	If the empty string is being processed and a pointer points to the start and is then decreased by 1, using c or remaining would be an error.	parsers	-	Two finite examples of type.parser-pointer, op.parser-current-code-point and op.parser-remaining-input, including the invalid negative-pointer access. Retain as future contract witnesses, not additional canonical operations.
141	heading	16152	16207	4de7a2d8451c342a9711a63565db975ac2bb7f0c0f9ac70ed0099234d9379d6a	Percent-encoded bytes	percent-encoded-bytes	-	structural heading
142	prose	16209	16325	e932ad60acb037010d31617a2c15a6616c5c937f85d2e4ddb518bdfb0c09742c	A percent-encoded byte is a string consisting of U+0025 (%) followed by two ASCII hex digits.	percent-encoded-bytes	op.percent-encoded-byte-syntax	
143	definition	16214	16245	d7f0d71c2448506dad659f23be2664458270b4c7ecbea98800db094fc2964cac	percent-encoded byte	percent-encoded-bytes	op.percent-encoded-byte-syntax	
144	prose	16325	16862	777bc00b17dfcbd672c9f6df93b656ab950b72c8d76ca20f0efeb0976864468c	It is generally a good idea for sequences of percent-encoded bytes to be such that, when percent-decoded and then passed to UTF-8 decode without BOM or fail, they do not end up as failure. How important this is depends on where the percent-encoded bytes are used. E.g., for the host parser not following this advice is fatal, whereas for URL rendering the percent-encoded bytes would not be rendered percent-decoded.	percent-encoded-bytes	requirement.percent-encoded-utf8-advice	
145	algorithm	16862	17111	d5c3d103b8b806a4fa398339bfab0e20dea4f43afb529e034d2a1da8f46bf9b0	percent-encode	percent-encoded-bytes	op.percent-encode-byte	
146	prose	16878	17105	449c72cbeaf0aeda3bfe44529bfa28ffbcb948fab2a0c1fffdda4bb45a190e1f	To percent-encode a byte byte, return a string consisting of U+0025 (%), followed by two ASCII upper hex digits representing byte.	percent-encoded-bytes	op.percent-encode-byte	
147	definition	16884	16936	4dec34426359507c97a5419035a9ea306a02b13fd2ef66ea329a1c7182d8995a	percent-encode	percent-encoded-bytes	op.percent-encode-byte	
148	algorithm	17113	18462	f1e84473e0f9ff75037833c851b4260b0c909f484c1c35d0e0a65686a81db556	percent-decode	percent-encoded-bytes	op.percent-decode-bytes	
149	prose	17129	17271	50c18e1181e2bba08cdd27636b70baa3608f760b2d0a49967482bec0650bf4f6	To percent-decode a byte sequence input, run these steps:	percent-encoded-bytes	op.percent-decode-bytes	
150	definition	17135	17205	5268aede3b3df79de6bd6b6eea86168f6a6b30969cdf2f3a169778e30ec4791b	percent-decode	percent-encoded-bytes	op.percent-decode-bytes	
151	prose	17271	17451	23f67f7a2f23cc9bd743971d6425477514adfff0ea88bbb2b1e1bd8d25212fcc	Using anything but UTF-8 decode without BOM when input contains bytes that are not ASCII bytes might be insecure and is not recommended.	percent-encoded-bytes	op.percent-decode-bytes	
152	list	17451	18455	6618d4437e97a9b17cc56fe2e6a28277848c16cb790152a4755403da88de245f	ol	percent-encoded-bytes	op.percent-decode-bytes	
153	prose	17461	17522	172024016bf21ef4ae31909f0463180ba8d663bff2a067da3582569c9d740345	Let output be an empty byte sequence.	percent-encoded-bytes	op.percent-decode-bytes	
154	prose	17529	17586	e13f27ba021e1012f7836b87af017f4a8bfe359a2bb039483751cbd5a0a68b89	For each byte byte in input:	percent-encoded-bytes	op.percent-decode-bytes	
155	list	17586	18414	f81bc9abf76e811eb44b5649607e3af4afc8ae39ea6183d5f5fa643250036f75	ol	percent-encoded-bytes	op.percent-decode-bytes	
156	prose	17598	17691	530cdb625dee294ffc12f0bf6271ce16fe6fb4f40c32c42c52e3e7f3c696f426	If byte is not 0x25 (%), then append byte to output.	percent-encoded-bytes	op.percent-decode-bytes	
157	prose	17695	17970	f45544820d2b435cfeb0112b4dc6feecdcad67f22b806cb0cf3ec67590767076	Otherwise, if byte is 0x25 (%) and the next two bytes after byte in input are not in the ranges 0x30 (0) to 0x39 (9), 0x41 (A) to 0x46 (F), and 0x61 (a) to 0x66 (f), all inclusive, append byte to output.	percent-encoded-bytes	op.percent-decode-bytes	
158	prose	17979	17998	6bfa1aecea7eef4a64a5f8d605ecc4051d2c2d98555c1eb8fb8e8b47e75b89c7	Otherwise:	percent-encoded-bytes	op.percent-decode-bytes	
159	list	17998	18406	d63c13a3de5274ddf28b032e617df53575c281506bceeb029578bcdf3a63530e	ol	percent-encoded-bytes	op.percent-decode-bytes	
160	prose	18012	18255	03d6caa99ae3777cb843a51542bff4cfe1c6181894c8e54b2aa3567af2a59abb	Let bytePoint be the two bytes after byte in input, decoded, and then interpreted as a hexadecimal number.	percent-encoded-bytes	op.percent-decode-bytes	
161	prose	18259	18345	9abb9b920c60ede2beed82417fb5efe278bad6ba3bc3497a92c0badf861284ab	Append a byte whose value is bytePoint to output.	percent-encoded-bytes	op.percent-decode-bytes	
162	prose	18349	18401	e347169c704651ccdf064b176fb69ecf072565fa6e90ecfe65f717ddede8e056	Skip the next two bytes in input.	percent-encoded-bytes	op.percent-decode-bytes	
163	prose	18421	18450	e7784b53b9dc14a1b3d18a96c1551a2dccb86a3817307a215fc682e7b06bedcb	Return output.	percent-encoded-bytes	op.percent-decode-bytes	
164	algorithm	18464	18967	a2de391cbe8a9820a896d3b8cbb6217e192c05549c68c42c539d3d341e6fef52	string/percent-decode	percent-encoded-bytes	op.percent-decode-string	
165	prose	18480	18584	c2733feaa18b33c46775fe51638debf8081fc0805090017284952a3605ffb901	To percent-decode a scalar value string input:	percent-encoded-bytes	op.percent-decode-string	
166	definition	18486	18529	845b1936867c0ad015c8ad4c58312056832f9aa1364c5b2c4311bcd7f38ee81a	string/percent-decode	percent-encoded-bytes	op.percent-decode-string	
167	list	18584	18758	1c3373f9d985bd31aeacef1802d74d79718627f2bb4376014a4d0ecdb356f651	ol	percent-encoded-bytes	op.percent-decode-string	
168	prose	18594	18670	b675314f6bcabf12b9eb82f6ca8ab9b9f7c51b8804c5b8c3ba597a0b82458de3	Let bytes be the UTF-8 encoding of input.	percent-encoded-bytes	op.percent-decode-string	
169	prose	18674	18753	1ee287fc3e4dc7b117a6300162fb87c35881527528cf42dc8ee7295741540727	Return the percent-decoding of bytes.	percent-encoded-bytes	op.percent-decode-string	
170	prose	18760	18961	b007c3d73edc5a8dfff99202200a408ae19e23aaaadad65a4679e8b00b15c9b8	In general, percent-encoding results in a string with more U+0025 (%) code points than the input, and percent-decoding results in a byte sequence with less 0x25 (%) bytes than the input.	percent-encoded-bytes	op.percent-decode-string	
171	prose	18975	19062	6b3a671be020062a50e688d80880c2160e70e1cbb6803945a815eb01a6450146	A percent-encode set is a set of code points.	percent-encoded-bytes	type.percent-encode-set	
172	definition	18980	19009	892dc3c81f420874cbd6f0e4d299a69ab944d317a212eb728e8815c3164e0bcb	percent-encode set	percent-encoded-bytes	type.percent-encode-set	
173	prose	19062	19252	3a77558e2e7c88d0ac517498ef6adb263dd71dac33faa417dd4d32e7abaf1a5c	The C0 control percent-encode set is a percent-encode set consisting of C0 controls and all code points greater than U+007E (~).	percent-encoded-bytes	op.c0-control-percent-encode-set	
174	definition	19069	19134	f04a3161d60d98da194baa2d6ee04ea00636b4549cf0d9daa8e8dea734d582f8	C0 control percent-encode set	percent-encoded-bytes	op.c0-control-percent-encode-set	
175	prose	19252	19458	3a3528a44621be42a50fadab093f846ab73089afc854d004504fc1a1c760ae01	The fragment percent-encode set is a percent-encode set consisting of the C0 control percent-encode set and U+0020 SPACE, U+0022 ("), U+003C (&lt;), U+003E (>), and U+0060 (`).	percent-encoded-bytes	op.fragment-percent-encode-set	
176	definition	19259	19297	3b54d25c6cdc89e05599e26751b0bc1da994d7edb3c3c1a606795c92075945c8	fragment percent-encode set	percent-encoded-bytes	op.fragment-percent-encode-set	
177	prose	19458	19661	40a713dbed67f2798a5a7727a6a634b6d99ad056f00c7ec860854833167b8240	The query percent-encode set is a percent-encode set consisting of the C0 control percent-encode set and U+0020 SPACE, U+0022 ("), U+0023 (#), U+003C (&lt;), and U+003E (>).	percent-encoded-bytes	op.query-percent-encode-set	
178	definition	19465	19500	d8a0228d4bfe658b493ae986636d881095b549e4cafb8c2a4ebdc973f1ad1ce2	query percent-encode set	percent-encoded-bytes	op.query-percent-encode-set	
179	prose	19661	19816	8d376458e9d7756629833b5fa7dc4268a48504a1e4c2b2958f594a219423cf04	The query percent-encode set cannot be defined in terms of the fragment percent-encode set due to the omission of U+0060 (`).	percent-encoded-bytes	rule.query-fragment-encode-set-difference	
180	prose	19816	19965	a02d9322f10e1431ee318f32f6c070c07e12195899e05b24a6319948cee4e05a	The special-query percent-encode set is a percent-encode set consisting of the query percent-encode set and U+0027 (').	percent-encoded-bytes	op.special-query-percent-encode-set	
181	definition	19823	19866	fb8254d6cf83b909076a273abfc0bf61afcb735454b78f1bfb4640384141f419	special-query percent-encode set	percent-encoded-bytes	op.special-query-percent-encode-set	
182	prose	19965	20183	0ce861ea749f4d87b4fdf6de710212c3df69b49026b5f2f1dc604ba6470b7b06	The path percent-encode set is a percent-encode set consisting of the query percent-encode set and U+003F (?), U+005E (^), U+0060 (`), U+007B ({), and U+007D (}).	percent-encoded-bytes	op.path-percent-encode-set	
183	definition	19972	20032	e0b6839884c191a79f119eb38dbc675c6bc365675433a0ed9f2bc994713d90d8	path percent-encode set	percent-encoded-bytes	op.path-percent-encode-set	
184	prose	20183	20454	7686bccd526d0ad6a865e9495e681b55098147b32b70fceb600f850f126146e2	The userinfo percent-encode set is a percent-encode set consisting of the path percent-encode set and U+002F (/), U+003A (:), U+003B (;), U+003D (=), U+0040 (@), U+005B ([) to U+005D (]), inclusive, and U+007C (|).	percent-encoded-bytes	op.userinfo-percent-encode-set	
185	definition	20190	20255	ecbe08e2cab12fb9b311c7ff94f60673bbd59ddd3c971665119cb460b83b8629	userinfo percent-encode set	percent-encoded-bytes	op.userinfo-percent-encode-set	
186	prose	20454	20666	7cea81e47e63bfddd7a94d55ce75d9e5a0cf1fdbfaa0b8c13e0d42b4933c9751	The component percent-encode set is a percent-encode set consisting of the userinfo percent-encode set and U+0024 ($) to U+0026 (&amp;), inclusive, U+002B (+), and U+002C (,).	percent-encoded-bytes	op.component-percent-encode-set	
187	definition	20461	20507	40311866bc7962396327c9aee233230617c68fd55fae2ea405d60229de3b16cd	component percent-encode set	percent-encoded-bytes	op.component-percent-encode-set	
188	prose	20666	21163	4752ec9d22b43e3314668e458665a06a6e59596a7c317d27443d86335a8557bc	This is used by HTML for {{NavigatorContentUtils/registerProtocolHandler()}}, and could also be used by other standards to percent-encode data that can then be embedded in a URL's path, query, or fragment; or in an opaque host. Using it with UTF-8 percent-encode gives identical results to JavaScript's encodeURIComponent() [sic]. [[HTML]] [[ECMA-262]]	percent-encoded-bytes	rule.component-encodeuricomponent-equivalence	
189	prose	21163	21416	c544851fafc9d6063bba2624ff1be2d5465fef275e9c59d15bae5216b341bceb	The application/x-www-form-urlencoded percent-encode set is a percent-encode set consisting of the component percent-encode set and U+0021 (!), U+0027 (') to U+0029 RIGHT PARENTHESIS, inclusive, and U+007E (~).	percent-encoded-bytes	op.form-percent-encode-set	
190	definition	21170	21246	21f8eb28c9593127db9699d789564b14c97b3db7ee087b365cdc96db577b96d2	application/x-www-form-urlencoded percent-encode set	percent-encoded-bytes	op.form-percent-encode-set	
191	prose	21416	21624	4f47c51bf3405a137cfb90ddb29093e86041fdadd8af3153abf71baecc46d1a8	The application/x-www-form-urlencoded percent-encode set contains all code points, except the ASCII alphanumeric, U+002A (*), U+002D (-), U+002E (.), and U+005F (_).	percent-encoded-bytes	rule.form-encode-set-complement	
192	algorithm	21624	24696	392c22964c6825b50102ff51e28889d05b8a65346815f8593e3229bef6a23bef	string/percent-encode after encoding	percent-encoded-bytes	op.percent-encode-after-encoding	
193	prose	21640	21864	16575dfea10442b375ddad963786fdb41b8055518108c3164d8d7cf699127772	To percent-encode after encoding, given an encoding encoding, scalar value string input, and a percent-encode set percentEncodeSet:	percent-encoded-bytes	op.percent-encode-after-encoding	
194	definition	21646	21697	6c02ba0bdbe91c6760511371af862c5cc8ca9a4994515b6f3905e9c99073325c	string/percent-encode after encoding	percent-encoded-bytes	op.percent-encode-after-encoding	
195	list	21864	24134	19a82253a5d1dd1046a09ed420f0fda718fa6fe5f81d134a4dcd11d7d4530b58	ol	percent-encoded-bytes	op.percent-encode-after-encoding	
196	prose	21874	22095	08d5f995876360f456a72f5c0cef2bcc6abc3f8fdbbbb84f97c2ac2a7fa81215	Assert: encoding is UTF-8 or percentEncodeSet is special-query percent-encode set or application/x-www-form-urlencoded percent-encode set.	percent-encoded-bytes	op.percent-encode-after-encoding	
197	prose	22099	22265	81c8301653e6f1cae9227821b1259c25a6a2ac3d6df1725461add2898a521bce	Let spaceAsPlus be true if percentEncodeSet is application/x-www-form-urlencoded percent-encode set; otherwise false.	percent-encoded-bytes	op.percent-encode-after-encoding	
198	prose	22269	22366	bfecc95703c783e6d1d154f2faaf68291a665d6a5d38c069431cdf79b4b8c3f3	Let encoder be the result of getting an encoder from encoding.	percent-encoded-bytes	op.percent-encode-after-encoding	
199	prose	22370	22461	55dd03bc07716221a25464d857aac01c2b7de67a36276b1ae6441850f05c0370	Let inputQueue be input converted to an I/O queue.	percent-encoded-bytes	op.percent-encode-after-encoding	
200	prose	22465	22513	3c8b907aad52670286d248164e7fbd9d71a02798ce8a7e702a005cb2abd89b23	Let output be the empty string.	percent-encoded-bytes	op.percent-encode-after-encoding	
201	prose	22520	22562	2644a7a4cfcd050f138894ea53f831e30d28ed41c40d79b2175021a51ec24a53	Let potentialError be 0.	percent-encoded-bytes	op.percent-encode-after-encoding	
202	prose	22562	22651	c93a01055ec895b5ff13963f5f865783822965bb61cab5607fc78624ca7ea2ba	This needs to be a non-null value to initiate the subsequent while loop.	percent-encoded-bytes	op.percent-encode-after-encoding	
203	prose	22658	22709	1263fc691cfa714d3dd47246f726f8a0fd700dd6faf9d0dca27e36ce907a3a75	While potentialError is non-null:	percent-encoded-bytes	op.percent-encode-after-encoding	
204	list	22709	24093	ad569ffe4807ffe243f24040a11269fcdc42b25c0b4224ffc442d0a56f498ecf	ol	percent-encoded-bytes	op.percent-encode-after-encoding	
205	prose	22721	22792	0762121fdbf663a23d42b53c079c6e3474b76012354c693ed92f1d8b2bc0c290	Let encodeOutput be an empty I/O queue.	percent-encoded-bytes	op.percent-encode-after-encoding	
206	prose	22796	22960	7053ff069a0b2a487d900392d00613b593521c389a32ebf9bf8af5bb38dccc1c	Set potentialError to the result of running encode or fail with inputQueue, encoder, and encodeOutput.	percent-encoded-bytes	op.percent-encode-after-encoding	
207	prose	22969	23059	bb72770146950e35f714cf591fb19cbc291a100025a49e96f9debb4cb27fcb88	For each byte of encodeOutput converted to a byte sequence:	percent-encoded-bytes	op.percent-encode-after-encoding	
208	list	23059	23734	1b269066e96e2a33c4d3fddf9efc164777fdad7a692ad859e206ec10963c69a4	ol	percent-encoded-bytes	op.percent-encode-after-encoding	
209	prose	23073	23234	c151a1addc578cec6f32b9514ee6b534a0a1081b490adb37ecb92e11ad517977	If spaceAsPlus is true and byte is 0x20 (SP), then append U+002B (+) to output and continue.	percent-encoded-bytes	op.percent-encode-after-encoding	
210	prose	23238	23385	b342b2550526c7549b6a7854a256cbf6ecc6c4e6bf469cba951a50558f690a5e	Let isomorph be a code point whose value is byte's value.	percent-encoded-bytes	op.percent-encode-after-encoding	
211	prose	23389	23477	23e102b1a5457a5b1025818ba229c4995589c1887eba3cff2a29f6457297b4cd	Assert: percentEncodeSet includes all non-ASCII code points.	percent-encoded-bytes	op.percent-encode-after-encoding	
212	prose	23481	23611	b966c2ae2a6e3ca042a7078df1d1b0e60876fee0e13b6a7e272e074ab7607cb6	If isomorph is not in percentEncodeSet, then append isomorph to output.	percent-encoded-bytes	op.percent-encode-after-encoding	
213	prose	23615	23729	0ca1350acfa6790c050865df5f4da5e33e8aeeeddf3e85cfd9313834644ea71b	Otherwise, percent-encode byte and append the result to output.	percent-encoded-bytes	op.percent-encode-after-encoding	
214	prose	23748	24010	dc2ebd626b473dee7a9526aed3f61ff293a82508694bbd9cda2fdb9d47708003	If potentialError is non-null, then append "%26%23", followed by the shortest sequence of ASCII digits representing potentialError in base ten, followed by "%3B", to output.	percent-encoded-bytes	op.percent-encode-after-encoding	
215	prose	24010	24088	6fafb08004d9ecf32367fa8c9a7815e0eee385c6869bc8fce2dd49c6c46ec4ec	This can happen when encoding is not UTF-8.	percent-encoded-bytes	op.percent-encode-after-encoding	
216	prose	24100	24129	e7784b53b9dc14a1b3d18a96c1551a2dccb86a3817307a215fc682e7b06bedcb	Return output.	percent-encoded-bytes	op.percent-encode-after-encoding	
217	prose	24136	24690	43456daa6df01cbc1de3093b5d1cd8fd3dd734bd65fbed72ec5d4fe6ad6aba84	Of the possible values for the percentEncodeSet argument only two end up encoding U+0025 (%) and thus give “roundtripable data”: component percent-encode set and application/x-www-form-urlencoded percent-encode set. The other values for the percentEncodeSet argument — which happen to be used by the URL parser — leave U+0025 (%) untouched and as such it needs to be percent-encoded first in order to be properly represented.	percent-encoded-bytes	op.percent-encode-after-encoding	
218	algorithm	24698	25071	c4c360f1de1b9e92e18502acd8152c9edb4763684d763476cf11a630f8995c5b	utf-8-percent-encode	percent-encoded-bytes	op.utf8-percent-encode-code-point	
219	prose	24714	25065	33e2eb9c7cdfbf2cc5ebb02370080480c78e0b4c40ccf5c1f03c15f66e062e65	To UTF-8 percent-encode a scalar value scalarValue using a percentEncodeSet, return the result of running percent-encode after encoding with UTF-8, scalarValue as a string, and percentEncodeSet.	percent-encoded-bytes	op.utf8-percent-encode-code-point	
220	definition	24720	24792	77d3a00cecbf188a651b237d77382c3ad98917ddf6ea019582d4d338c0bd0b48	utf-8-percent-encode	percent-encoded-bytes	op.utf8-percent-encode-code-point	
